Age,Attrition,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,MonthlyIncome__log1p,mean_time__log1p,YearsWithCurrManager__winsor1,TotalWorkingYears__winsor5,NumCompaniesWorked__winsor5,MonthlyIncome__log1p_norm,Age_norm,DistanceFromHome_norm,NumCompaniesWorked_5_norm,TotalWorkingYears_norm,YearsAtCompany_norm,YearsSinceLastPromotion_norm,YearsWithCurrManager_1_norm,PercentSalaryHike_norm,mean_time__log1p_norm
36,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,10.449323113491568,2.0342741822215213,9,18.0,2.0,-0.6041476640442159,0.0025555549660845073,-1.0055847716023865,-0.3024085438154611,1.2184453327806455,1.5537080122126066,-0.7625006132385551,1.8787904117111387,-0.6105900779051219,-0.47760841156706046
31,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10.870110116741285,1.952899949100532,2,3.0,0.0,0.032354193708908886,-0.5487141591464463,-0.25758821735627635,-1.1317150612480988,-0.998912247814443,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,-0.33941624918843544,-1.012203908870481
28,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.446262021115976,2.0608701560944005,4,6.0,0.0,0.9038681773878643,-0.8794759876139647,-0.8809186792280348,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,-0.7625006132385551,0.23392969468906633,-1.1529377353384949,-0.3028837188292401
35,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.561344131571555,1.9553794590030928,2,5.0,1.0,1.0779466934385524,-0.10769838785642165,-0.008256032607572947,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,-0.9959145408655331
49,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11.063524143191238,2.0314192076533777,3,22.0,6.0,0.32492118413434146,1.4358568116586645,-0.8809186792280348,1.3562044910498143,1.8097406876060025,1.0213355037023728,0.7803816996461596,-0.09504244871534814,2.1011482092617433,-0.49636442917248724
34,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,10.187575674477692,2.1298613296717335,2,5.0,2.0,-1.0000789307130764,-0.2179523306789278,-0.008256032607572947,-0.3024085438154611,-0.7032645704017645,-0.5757820218283279,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,0.15036013163240786
29,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,10.209537399846088,2.030448231877727,1,8.0,0.0,-0.9668586104833851,-0.7692220447914586,-1.0055847716023865,-1.1317150612480988,-0.2597930542827468,0.48896299519213926,0.008940543203802158,-0.752986735524177,0.7452790656783106,-0.5027433436979457
42,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.999297607382104,2.0937634911873846,0,16.0,4.0,-1.2848770317832043,0.6640792119011214,1.4877370758846473,0.5268979736171766,0.922797655367967,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.8817639066218085,-0.08678793325229196
29,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.088292827848269,2.4615953743786534,2,10.0,1.0,0.3623874406407142,-0.7692220447914586,-0.6315864944793315,-0.71706180253178,0.03585462312993165,1.2875217579574896,0.008940543203802158,-0.4240145921197626,1.8299743805450566,2.3297174023656657
38,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10.5495693306696,1.9345458189762634,0,7.0,1.0,-0.45251060545218924,0.2230634406110968,-1.0055847716023865,-0.71706180253178,-0.40761689298908604,0.48896299519213926,3.0947051689732312,-1.0819588789285914,-0.6105900779051219,-1.1327830522310867
28,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.86915875050772,2.409365599986801,2,3.0,1.0,0.030915113199313577,-0.8794759876139647,-0.382254309730628,-0.71706180253178,-0.998912247814443,-0.5757820218283279,-0.7625006132385551,-0.4240145921197626,-0.06824242047174892,1.9865891030974807
18,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11.60505787373149,2.0244704398103197,0,1.0,1.0,1.144070119017899,-1.9820154158390264,-0.8809186792280348,-0.71706180253178,-1.4423837639334607,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,0.7452790656783106,-0.5420149976415304
33,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.806915917693338,2.2452313659640706,3,6.0,0.0,-0.0632362707840463,-0.32820627350143394,-0.7562525868536831,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,-0.7625006132385551,-0.09504244871534814,-0.33941624918843544,0.9082941797962015
41,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10.143724181276514,2.1708121533843863,0,6.0,3.0,-1.0664107248802883,0.5538252690786153,-0.6315864944793315,0.11224471490085779,-0.5554407316954253,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.8817639066218085,0.4193903286371595
31,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10.87882047837734,2.0300149250174773,2,2.0,1.0,0.04552988906126846,-0.5487141591464463,0.11641005976677875,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,0.4741052369616241,-0.5055899929080931
37,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.023296985647017,2.1794339246609926,3,10.0,7.0,1.7767179186488846,0.11280949778859066,1.7370692606333509,1.770857749766133,0.03585462312993165,0.22277674093702246,0.008940543203802158,-0.09504244871534814,0.2029314082449376,0.47603184679931176
27,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.659633006160352,2.071736937294283,2,4.0,1.0,-0.28602320593660674,-0.989729930436471,-0.382254309730628,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,0.7803816996461596,-0.4240145921197626,-1.1529377353384949,-0.23149340181081438
34,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.117025113705102,2.0210176215421187,3,6.0,1.0,-1.1067969677495695,-0.2179523306789278,-1.0055847716023865,-0.71706180253178,-0.5554407316954253,0.22277674093702246,0.008940543203802158,-0.09504244871534814,1.016452894394997,-0.5646986043360815
35,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.3424196734772,2.0295814303209987,4,6.0,1.0,-0.7658547454032932,-0.10769838785642165,-0.382254309730628,-0.71706180253178,-0.5554407316954253,-0.043409513318094325,0.008940543203802158,0.23392969468906633,-0.6105900779051219,-0.5084378761255952
29,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10.018644921923576,2.0175528400009903,10,11.0,1.0,-1.2556113901329733,-0.7692220447914586,-0.382254309730628,-0.71706180253178,0.18367846183627087,1.5537080122126066,1.5518228560885168,2.2077625551155533,-0.8817639066218085,-0.5874608048507489
40,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,11.237975329663158,1.9892295937775557,13,20.0,8.0,0.5888041068935258,0.4435713262561091,-0.8809186792280348,2.185511008482452,1.5140930101933239,3.417011791998424,0.7803816996461596,3.194678985328797,-1.1529377353384949,-0.7735329719156174
42,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.32025521214842,2.0966304621005167,5,9.0,7.0,-0.7993817334112723,0.6640792119011214,-1.0055847716023865,1.770857749766133,-0.11196921557640759,0.22277674093702246,0.008940543203802158,0.5629018380934808,1.55880055182837,-0.0679531045568066
35,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10.953452166882645,2.0069918092709287,7,10.0,6.0,0.15842122841826817,-0.10769838785642165,-0.5069204021049797,1.3562044910498143,0.03585462312993165,0.755149249447256,0.008940543203802158,1.2208461249023097,2.3723220379784298,-0.6568424660797965
24,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.156616999340594,2.109158098467769,2,6.0,8.0,-1.0469084527424066,-1.3204917589039893,-0.25758821735627635,2.185511008482452,-0.5554407316954253,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,0.4741052369616241,0.014348353004458587
28,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10.644734182586557,2.3829108375319463,0,1.0,1.0,-0.30855985466819436,-0.8794759876139647,0.7397405216385372,-0.71706180253178,-1.2945599252271214,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.6105900779051219,1.812792111738198
26,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,11.873121203630857,2.1210632163706555,7,8.0,1.0,1.5495550939784488,-1.099983873258977,-1.0055847716023865,-0.71706180253178,-0.2597930542827468,0.755149249447256,-0.7625006132385551,1.2208461249023097,1.55880055182837,0.09256011834652633
30,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.448163726677256,2.133242938148145,4,10.0,1.0,-0.6059014060929595,-0.6589681019689524,-0.25758821735627635,-0.71706180253178,0.03585462312993165,1.2875217579574896,0.008940543203802158,0.23392969468906633,-1.1529377353384949,0.17257591906041134
40,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12.175927821611463,2.413929668399014,0,16.0,3.0,2.0075943713232762,0.4435713262561091,2.1110675377564063,0.11224471490085779,0.922797655367967,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,1.2876267231116836,2.016573169662214
34,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.67037299405789,2.1177002537969263,9,14.0,0.0,-0.2697774041503459,-0.2179523306789278,-0.382254309730628,-1.1317150612480988,0.6271499779552886,2.08608052072284,2.323264012530874,1.8787904117111387,-1.1529377353384949,0.07046682688849769
35,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10.024864123702642,2.163070120119409,2,2.0,1.0,-1.246203938249846,-0.10769838785642165,-0.7562525868536831,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,-1.1529377353384949,0.368528330131116
43,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.71931685969625,2.116135025616311,3,7.0,8.0,-0.1957426522120906,0.7743331547236276,-0.5069204021049797,2.185511008482452,-0.40761689298908604,-0.3095957675732111,0.008940543203802158,-0.09504244871534814,-0.06824242047174892,0.060183916616825574
32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.711546985327436,1.9514092867575925,0,1.0,1.0,-0.2074957230818276,-0.4384602163239401,0.24107615214113046,-0.71706180253178,-1.2945599252271214,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-1.1529377353384949,-1.021996952023962
56,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.7030422005086,1.9024059893151186,2,28.0,4.0,-0.22036045344463095,2.207634411416208,-0.7562525868536831,0.5268979736171766,2.696683719844038,-0.043409513318094325,2.323264012530874,-0.4240145921197626,-0.06824242047174892,-1.3439286146771325
29,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10.006991345550789,2.096618175050453,8,10.0,1.0,-1.2732391280466007,-0.7692220447914586,2.1110675377564063,-0.71706180253178,0.03585462312993165,1.2875217579574896,-0.7625006132385551,1.549818268306724,2.3723220379784298,-0.06803382546055248
19,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,12.16509959793531,2.0785286250982713,0,1.0,1.0,1.991215100022571,-1.8717614730165202,1.7370692606333509,-0.71706180253178,-1.2945599252271214,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.8817639066218085,-0.1868747850835234
45,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11.79147344835286,2.2639482093791274,2,7.0,4.0,1.4260509279408482,0.99484104036864,1.612403168258999,0.5268979736171766,-0.40761689298908604,-0.5757820218283279,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,1.031256201429579
37,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11.093934290680341,2.0296996747849967,11,14.0,1.0,0.3709209779061892,0.11280949778859066,0.6150744292641855,-0.71706180253178,0.6271499779552886,2.352266774977957,1.5518228560885168,2.5367346985199677,-0.6105900779051219,-0.5076610582606527
20,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,11.337631159109764,1.9873262527720303,2,2.0,1.0,0.7395481177323059,-1.761507530194014,-0.382254309730628,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.008940543203802158,-0.4240145921197626,0.4741052369616241,-0.7860371454403491
44,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.727246242006135,2.365606839410202,2,6.0,1.0,-0.18374830226283162,0.8845870975461337,-0.382254309730628,-0.71706180253178,-0.5554407316954253,0.22277674093702246,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,1.6991119070046266
53,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.604379663543519,1.9244967966662492,7,26.0,3.0,-0.3696019641945302,1.8768725829486892,-0.382254309730628,0.11224471490085779,2.4010360424313593,0.48896299519213926,2.323264012530874,1.2208461249023097,-0.8817639066218085,-1.19880102712552
29,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,11.285911934938985,2.2476958673040213,3,6.0,0.0,0.6613152302808973,-0.7692220447914586,1.7370692606333509,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,0.008940543203802158,-0.09504244871534814,-0.33941624918843544,0.9244849476708059
22,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,10.186445986151496,2.3420461618749595,0,1.0,0.0,-1.0017877494568899,-1.5409996445490017,1.612403168258999,-1.1317150612480988,-1.2945599252271214,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,2.3723220379784298,1.544327872296352
44,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10.72680736639838,1.90948324386928,0,6.0,2.0,-0.1844121657792945,0.8845870975461337,1.3630709835102957,-0.3024085438154611,-0.5554407316954253,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,-0.6105900779051219,-1.2974339409602154
33,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.01716906136117,2.1334087579497782,4,5.0,1.0,0.25480234616342007,-0.32820627350143394,2.3603997225051097,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,0.008940543203802158,0.23392969468906633,-0.06824242047174892,0.17366528747491994
41,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.184138848905034,2.069668945031008,0,5.0,6.0,2.020014750484365,0.5538252690786153,0.36574224451548215,1.3562044910498143,-0.7032645704017645,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,0.2029314082449376,-0.2450792668937005
30,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.781058245898533,2.0847648477111815,3,8.0,8.0,-0.10234977953658866,-0.6589681019689524,1.3630709835102957,2.185511008482452,-0.2597930542827468,-0.3095957675732111,-0.7625006132385551,-0.09504244871534814,0.7452790656783106,-0.1459053479388842
40,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,10.719537971447028,1.9691103593685892,0,5.0,5.0,-0.19540818836445503,0.4435713262561091,-0.008256032607572947,0.9415512323334956,-0.7032645704017645,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,0.2029314082449376,-0.9057081299688274
50,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.374147216543994,2.0716613543608737,2,28.0,2.0,-0.7178621982286086,1.5461107544811707,1.9864014453820542,-0.3024085438154611,3.2879790746693947,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,2.3723220379784298,-0.23198995083283167
28,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,10.065223675720974,2.019120779943251,3,6.0,1.0,-1.1851542156126023,-0.8794759876139647,-0.382254309730628,-0.71706180253178,-0.5554407316954253,0.22277674093702246,1.5518228560885168,-0.09504244871534814,0.2029314082449376,-0.5771600794119186
46,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,9.742203154807973,2.071736937294283,3,25.0,5.0,-1.6737699762364908,1.105094983191146,-0.13292212498192466,0.9415512323334956,2.25321220372502,-0.3095957675732111,-0.7625006132385551,-0.09504244871534814,1.55880055182837,-0.23149340181081438
35,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12.10299286036148,2.203283959919613,7,15.0,3.0,1.8972695799864676,-0.10769838785642165,-0.6315864944793315,0.11224471490085779,0.7749738166616278,0.48896299519213926,0.008940543203802158,1.2208461249023097,1.2876267231116836,0.6327168436438176
24,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.270246481762213,1.9434356614631527,0,1.0,1.0,-0.8750272489544547,-1.3204917589039893,2.3603997225051097,-0.71706180253178,-1.2945599252271214,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,1.016452894394997,-1.0743804156352792
33,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.950895809931119,1.8659388674023065,1,10.0,1.0,-1.358091826342483,-0.32820627350143394,-0.008256032607572947,-0.71706180253178,0.03585462312993165,1.2875217579574896,-0.7625006132385551,-0.752986735524177,-0.33941624918843544,-1.5835027209574137
36,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11.68982401044993,1.953694061367338,7,7.0,1.0,1.2722912928639556,0.0025555549660845073,-0.008256032607572947,-0.71706180253178,-0.40761689298908604,0.48896299519213926,0.008940543203802158,1.2208461249023097,-1.1529377353384949,-1.0069869154082312
20,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,11.34001151752534,1.9464243025700245,2,2.0,1.0,0.7431487578232114,-1.761507530194014,1.1137387987615923,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,-0.6105900779051219,-1.0547462634287195
46,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.857798034080632,1.9082824520919923,4,12.0,2.0,1.526376559921882,1.105094983191146,-0.008256032607572947,-0.3024085438154611,0.3315023005426101,0.22277674093702246,0.008940543203802158,0.23392969468906633,1.8299743805450566,-1.3053226528130504
42,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,12.04626181053802,2.1078710657500417,3,10.0,7.0,1.8114555735507978,0.6640792119011214,-0.5069204021049797,1.770857749766133,0.03585462312993165,-0.3095957675732111,-0.7625006132385551,-0.09504244871534814,-1.1529377353384949,0.005893073373667293
60,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.151947911834128,2.2269451787853005,9,12.0,0.0,-1.0539711301752308,2.6486501827062323,-0.8809186792280348,-1.1317150612480988,0.3315023005426101,1.5537080122126066,0.008940543203802158,1.8787904117111387,-0.33941624918843544,0.7881613938554327
32,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11.539187576959117,2.061430308877984,2,2.0,1.0,1.0444316654949342,-0.4384602163239401,0.11641005976677875,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,-1.1529377353384949,-0.29920374367714775
32,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.83370091325064,2.184623291359977,7,10.0,4.0,-0.02272004927419594,-0.4384602163239401,-0.008256032607572947,0.5268979736171766,0.03585462312993165,0.755149249447256,-0.7625006132385551,1.2208461249023097,-0.8817639066218085,0.5101238678818144
33,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10.652566005416872,1.9007185024481685,10,15.0,0.0,-0.29671307769411864,-0.32820627350143394,2.1110675377564063,-1.1317150612480988,0.7749738166616278,2.352266774977957,2.323264012530874,2.2077625551155533,-0.8817639066218085,-1.355014714616027
40,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.540090836284206,2.0457296271942997,3,7.0,7.0,-0.4668482138821383,0.4435713262561091,-1.0055847716023865,1.770857749766133,-0.40761689298908604,-0.043409513318094325,0.008940543203802158,-0.09504244871534814,-0.8817639066218085,-0.4023508138340155
25,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10.228501536246666,2.180801566032254,1,5.0,0.0,-0.9381725817885103,-1.2102378160814833,-0.382254309730628,-1.1317150612480988,-0.7032645704017645,-0.3095957675732111,0.008940543203802158,-0.752986735524177,1.8299743805450566,0.48501669238200656
30,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.415433907691098,2.2801042825648947,7,12.0,0.0,0.8572361490352347,-0.6589681019689524,-0.008256032607572947,-1.1317150612480988,0.3315023005426101,1.5537080122126066,3.0947051689732312,1.2208461249023097,1.016452894394997,1.1373950078792086
42,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,11.575721844459906,2.33946653372029,0,20.0,3.0,1.0996950860766332,0.6640792119011214,-0.13292212498192466,0.11224471490085779,1.5140930101933239,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.6105900779051219,1.5273807682400466
35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.82115253615114,2.3618629259444206,12,16.0,4.0,1.4709448870558632,-0.10769838785642165,-1.0055847716023865,0.5268979736171766,0.922797655367967,2.08608052072284,2.323264012530874,2.8657068419243825,1.8299743805450566,1.6745159236775153
54,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10.303303400245593,1.955110552389908,4,28.0,7.0,-0.8250238271192551,1.9871265257711954,-0.008256032607572947,1.770857749766133,3.435802913375734,-0.043409513318094325,0.008940543203802158,0.23392969468906633,-0.33941624918843544,-0.9976811475552702
19,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,11.495178922482257,2.191754085890299,0,1.0,1.0,0.9778621419226645,-1.8717614730165202,-0.8809186792280348,-0.71706180253178,-1.2945599252271214,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,0.7452790656783106,0.5569702773888401
29,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.507922973347437,2.055853006871219,2,3.0,1.0,0.9971393819237622,-0.7692220447914586,1.238404891135944,-0.71706180253178,-0.998912247814443,-0.5757820218283279,0.008940543203802158,-0.4240145921197626,1.2876267231116836,-0.3358443413892618
54,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9.948986592607346,2.142169831587075,9,28.0,3.0,-1.3609797966553747,1.9871265257711954,-0.008256032607572947,0.11224471490085779,3.8792744294947514,1.2875217579574896,-0.7625006132385551,1.8787904117111387,1.016452894394997,0.2312219652881401
31,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11.510933482289435,2.2280016231938493,1,6.0,1.0,1.0016932168083124,-0.5487141591464463,1.4877370758846473,-0.71706180253178,-0.5554407316954253,0.22277674093702246,-0.7625006132385551,-0.752986735524177,-0.8817639066218085,0.7951018024135306
31,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10.569802959130607,2.065824245720651,8,10.0,1.0,-0.42190428442740585,-0.5487141591464463,1.8617353530077025,-0.71706180253178,0.03585462312993165,1.2875217579574896,0.008940543203802158,1.549818268306724,-0.8817639066218085,-0.2703373720821885
59,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,10.609328821154959,2.09237010645564,5,13.0,5.0,-0.3621156397841604,2.5383962398837263,-0.7562525868536831,0.9415512323334956,0.47932613924894935,0.22277674093702246,-0.7625006132385551,0.5629018380934808,0.2029314082449376,-0.0959419022057613
43,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12.033806364577519,1.9881208931021077,7,25.0,3.0,1.792614890659511,0.7743331547236276,0.24107615214113046,0.11224471490085779,2.25321220372502,0.755149249447256,-0.7625006132385551,1.2208461249023097,0.4741052369616241,-0.7808166828179433
49,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11.03973275601109,1.96899868835129,0,23.0,2.0,0.28893323293400086,1.4358568116586645,0.6150744292641855,-0.3024085438154611,1.9575645263123416,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.33941624918843544,-0.9064417629720253
36,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.761534575968792,1.9373161836368034,7,12.0,1.0,-0.13188218449317538,0.0025555549660845073,-0.5069204021049797,-0.71706180253178,0.3315023005426101,1.5537080122126066,-0.7625006132385551,1.2208461249023097,1.016452894394997,-1.1145828871836183
48,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.793363865261135,1.9335772678962182,0,7.0,5.0,1.4289104598768443,1.3256028688361583,-1.0055847716023865,0.9415512323334956,-0.40761689298908604,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.6105900779051219,-1.139146037496099
27,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10.533455287996134,2.129052797232885,3,5.0,1.0,-0.47688545072631416,-0.989729930436471,-0.382254309730628,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,-0.09504244871534814,1.016452894394997,0.14504840352568182
29,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11.09469421533239,2.267382695585316,0,6.0,1.0,0.3720704750366766,-0.7692220447914586,0.9890727063872407,-0.71706180253178,-0.5554407316954253,0.22277674093702246,0.008940543203802158,-1.0819588789285914,1.016452894394997,1.053819373959257
48,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11.212644356941933,1.943321086036592,0,25.0,6.0,0.5504873074885193,1.3256028688361583,-1.0055847716023865,1.3562044910498143,2.25321220372502,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.33941624918843544,-1.0751331294218403
29,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.780018225836406,2.0297128121957444,7,9.0,2.0,-0.10392296192229065,-0.7692220447914586,-0.7562525868536831,-0.3024085438154611,-0.11196921557640759,0.48896299519213926,0.008940543203802158,1.2208461249023097,0.2029314082449376,-0.5075747508343017
34,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10.21869967166673,1.9050881545350582,0,2.0,0.0,-0.9529993349115655,-0.2179523306789278,-0.008256032607572947,-1.1317150612480988,-1.146736086520782,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.06824242047174892,-1.3263078839542806
